ID,施設名,施設名フリガナ,施設種別,区・町名,住所,緯度,経度
1,東山配水場,ヒガシヤマハイスイジョウ,常設給水栓,名古屋市千種区,田代町四観音道西,35.17342437,136.9550014
2,東山公園,ヒガシヤマコウエン,仮設給水栓,名古屋市千種区,田代町瓶杁,35.16034888,136.9794238
3,千種公園,チクサコウエン,仮設給水栓,名古屋市千種区,若水一丁目,35.1760599,136.9429165
4,吹上公園,フキアゲコウエン,仮設給水栓,名古屋市千種区,吹上二丁目,35.15891612,136.9324817
5,平和公園応急給水センター,ヘイワコウエンオウキュウキュウスイセンター,常設給水栓,名古屋市千種区,平和公園一丁目,35.17860905,136.9767229
6,鍋屋上野浄水場,ナベヤウエノジョウスイジョウ,常設給水栓,名古屋市千種区,宮の腰町,35.18390559,136.9546402
7,星ヶ丘小学校,ホシガオカショウガッコウ,仮設給水栓,名古屋市千種区,星ヶ丘一丁目,35.1632175,136.9885874
8,千代田橋緑地,チヨダバシリョクチ,仮設給水栓,名古屋市千種区,千代田橋一丁目,35.18932484,136.9670359
9,自由ヶ丘（耐震性貯水槽）,ジユウガオカ,仮設給水栓,名古屋市千種区,自由ヶ丘一丁目,35.17438983,136.9631552
10,茶屋ヶ坂公園,チャヤガサカコウエン,仮設給水栓,名古屋市千種区,揚羽町１丁目,35.18244647,136.9641877
11,見付小学校,ミツケショウガッコウ,地下式給水栓,名古屋市千種区,見附町,35.16054282,136.9591053
12,千石小学校,センゴクショウガッコウ,地下式給水栓,名古屋市千種区,千種一丁目,35.16626454,136.9278147
13,高見小学校,タカミショウガッコウ,地下式給水栓,名古屋市千種区,高見一丁目,35.17227657,136.9482432
14,春岡小学校,ハルオカショウガッコウ,地下式給水栓,名古屋市千種区,春岡二丁目,35.16436943,136.9427735
15,栄公園,サカエコウエン,仮設給水栓,名古屋市東区,東桜一丁目,35.17103267,136.9130293
16,建中寺公園,ケンチュウジコウエン,仮設給水栓,名古屋市東区,筒井一丁目,35.17826598,136.9267169
18,愛教大附属小中学校,アイキョウダイフゾクショウチュウガッコウ,仮設給水栓,名古屋市東区,大幸南一丁目,35.18774356,136.9546045
19,木ヶ崎公園,キガサキコウエン,仮設給水栓,名古屋市東区,矢田三丁目,35.19497697,136.9459564
20,徳川園,トクガワエン,仮設給水栓,名古屋市東区,徳川町,35.185501,136.93307
21,旭丘小学校,アサヒガオカショウガッコウ,仮設給水栓,名古屋市東区,徳川町,35.18480992,136.9294734
22,山吹小学校,ヤマブキショウガッコウ,地下式給水栓,名古屋市東区,橦木町,35.17986445,136.9152243
23,矢田小学校,ヤダショウガッコウ,地下式給水栓,名古屋市東区,矢田南四丁目,35.19024146,136.9459032
24,明倫小学校,メイリンショウガッコウ,地下式給水栓,名古屋市東区,出来町一丁目,35.18131383,136.9354977
25,北区役所,キタクヤクショ,仮設給水栓,名古屋市北区,清水四丁目,35.19386697,136.9116896
26,楠支所,クスノキシショ,仮設給水栓,名古屋市北区,楠二丁目,35.22861184,136.9231321
27,名城公園,メイジョウコウエン,仮設給水栓,名古屋市北区,名城一丁目,35.18675709,136.9040382
28,水分橋緑地,ミズワケバシリョクチ,仮設給水栓,名古屋市北区,成願寺二丁目,35.21437763,136.9179449
29,すずらん公園,スズランコウエン,仮設給水栓,名古屋市北区,東大杉町四丁目,35.19056676,136.9279565
30,光城小学校,コウジョウショウガッコウ,仮設給水栓,名古屋市北区,光音寺町,35.20993931,136.9048524
31,川中小学校,カワナカショウガッコウ,仮設給水栓,名古屋市北区,福徳町,35.21362618,136.9024567
32,辻小学校,ツジショウガッコウ,仮設給水栓,名古屋市北区,辻町,35.2057349,136.9223318
33,楠西小学校,クスノキニシショウガッコウ,仮設給水栓,名古屋市北区,会所町,35.23842745,136.9073456
34,大杉小学校,オオスギショウガッコウ,地下式給水栓,名古屋市北区,大杉三丁目,35.19070958,136.9178196
35,城北小学校,ジョウホクショウガッコウ,地下式給水栓,名古屋市北区,鳩岡二丁目,35.21042337,136.9117784
36,名北小学校,メイホクショウガッコウ,地下式給水栓,名古屋市北区,下飯田町,35.19865886,136.9258477
37,清水小学校,シミズショウガッコウ,地下式給水栓,名古屋市北区,清水五丁目,35.19183103,136.9133286
38,味鋺小学校,アジマショウガッコウ,地下式給水栓,名古屋市北区,楠味鋺三丁目,35.2215187,136.9253294
39,花ノ木公園,ハナノキコウエン,仮設給水栓,名古屋市西区,花の木2丁目,35.18890599,136.889621
40,平塚公園,ヤマダシショ,仮設給水栓,名古屋市西区,八筋町,35.22225499,136.8811602
41,枇杷島公園,ビワジマコウエン,仮設給水栓,名古屋市西区,枇杷島一丁目,35.1885545,136.8741199
42,新福寺公園,シンプクジコウエン,仮設給水栓,名古屋市西区,新福寺町,35.20526791,136.8835649
43,洗堰緑地,アライゼキリョクチ,仮設給水栓,名古屋市西区,大野木四丁目,35.2217601,136.9028263
44,枇杷島小学校,ビワジマショウガッコウ,仮設給水栓,名古屋市西区,枇杷島三丁目,35.19284368,136.8721885
45,中小田井小学校,ナカオタイショウガッコウ,仮設給水栓,名古屋市西区,中小田井二丁目,35.21320541,136.8715121
46,西原公園（耐震性貯水槽）,ニシハラコウエン,仮設給水栓,名古屋市西区,西原町,35.22623793,136.8618013
47,五町公園,ゴチョウコウエン,仮設給水栓,名古屋市西区,五才美町,35.22033352,136.890926
48,比良西小学校,ヒラニシショウガッコウ,仮設給水栓,名古屋市西区,玉池町,35.22921761,136.8893342
49,比良小学校,ヒラショウガッコウ,仮設給水栓,名古屋市西区,比良二丁目,35.22630245,136.8997263
50,稲生小学校,イノウショウガッコウ,仮設給水栓,名古屋市西区,香呑町,35.20369188,136.8987364
51,浮野小学校,ウキノショウガッコウ,仮設給水栓,名古屋市西区,浮野町,35.2277112,136.858678
52,比良西応急給水センター,ヒラニシオウキュウキュウスイセンター,常設給水栓,名古屋市西区,砂原町,35.22851215,136.8910101
53,児玉小学校,コダマショウガッコウ,地下式給水栓,名古屋市西区,児玉二丁目,35.19316345,136.8834783
54,城西小学校,ジョウサイショウガッコウ,地下式給水栓,名古屋市西区,城西三丁目,35.18842021,136.8949571
55,庄内小学校,ショウナイショウガッコウ,地下式給水栓,名古屋市西区,新福寺町,35.20663527,136.8839836
56,南押切小学校,ミナミオシキリショウガッコウ,地下式給水栓,名古屋市西区,則武新町二丁目,35.18312708,136.8815665
57,平田小学校,ヒラタショウガッコウ,地下式給水栓,名古屋市西区,西原町,35.22649123,136.8632333
58,榎小学校,エノキショウガッコウ,地下式給水栓,名古屋市西区,押切一丁目,35.18652944,136.8835324
59,なごや小学校,ナゴヤショウガッコウ,地下式給水栓,名古屋市西区,幅下一丁目,35.17993286,136.8915666
60,中村公園,ナカムラコウエン,仮設給水栓,名古屋市中村区,豊幡町,35.17424569,136.8551468
61,稲葉地公園,イナバジコウエン,仮設給水栓,名古屋市中村区,稲葉地町,35.1661764,136.8444768
62,庄内緑地一帯,ショウナイリョクチイッタイ,仮設給水栓,名古屋市中村区,新富町,35.18771679,136.861545
63,柳公園,ヤナギコウエン,仮設給水栓,名古屋市中村区,烏森町二丁目,35.15387628,136.8619293
64,大正橋緑地,タイショウバシリョクチ,仮設給水栓,名古屋市中村区,稲西町,35.16536747,136.8358765
65,米野公園,コメノコウエン,仮設給水栓,名古屋市中村区,黄金通2丁目,35.16358795,136.871982
66,亀島公園,カメジマコウエン,仮設給水栓,名古屋市中村区,亀島一丁目,35.17658987,136.8751224
67,押木田公園,オシキダコウエン,仮設給水栓,名古屋市中村区,押木田町一丁目,35.16415657,136.8580603
68,八社小学校,ハッシャショウガッコウ,仮設給水栓,名古屋市中村区,八社一丁目,35.15109847,136.8385864
69,柳小学校,ヤナギショウガッコウ,地下式給水栓,名古屋市中村区,烏森町,35.15382957,136.8606036
70,稲葉地小学校,イナバジショウガッコウ,地下式給水栓,名古屋市中村区,靖国町,35.17019065,136.8476961
71,稲西小学校,イナニシショウガッコウ,地下式給水栓,名古屋市中村区,稲西町,35.1661141,136.8389588
72,日吉小学校,ヒヨシショウガッコウ,地下式給水栓,名古屋市中村区,城主町,35.16504674,136.8668191
73,（旧）新明小学校,シンメイショウガッコウ,地下式給水栓,名古屋市中村区,名駅三丁目,35.17291343,136.8869795
74,牧野小学校,マキノショウガッコウ,地下式給水栓,名古屋市中村区,竹橋町,35.16839112,136.8775524
75,白川公園（東）,シラカワコウエン（ヒガシ）,仮設給水栓,名古屋市中区,栄二丁目,35.164346,136.901737
76,金山総合駅周辺（アスナル金山西側）,カナヤマソウゴウエキシュウヘン,仮設給水栓,名古屋市中区,金山一丁目,35.14382703,136.9004985
77,久屋大通公園（久屋広場）,ヒサヤオオドオリコウエン,仮設給水栓,名古屋市中区,栄三丁目,35.16555051,136.9088693
78,若宮大通（千早交差点西側）（耐震性貯水槽）,ワカミヤオオドオリ,仮設給水栓,名古屋市中区,千代田五丁目,35.16100754,136.9197763
79,名城公園（能楽堂）（耐震性貯水槽）,メイジョウコウエン,仮設給水栓,名古屋市中区,三の丸一丁目,35.18233474,136.8970821
80,松原小学校,マツバラショウガッコウ,地下式給水栓,名古屋市中区,松原三丁目,35.1540663,136.8976152
81,栄小学校,サカエショウガッコウ,地下式給水栓,名古屋市中区,栄一丁目,35.16382458,136.8953161
82,橘小学校,タチバナショウガッコウ,地下式給水栓,名古屋市中区,橘一丁目,35.15349798,136.9046236
83,正木小学校,マサキショウガッコウ,地下式給水栓,名古屋市中区,正木一丁目,35.14983425,136.8969528
84,鶴舞公園,ツルマコウエン,仮設給水栓,名古屋市昭和区,鶴舞一丁目,35.15686392,136.920801
85,興正寺公園,コウショウジコウエン,仮設給水栓,名古屋市昭和区,八事本町,35.13934999,136.9614354
86,川原公園,カワハラコウエン,仮設給水栓,名古屋市昭和区,川原通,35.15649064,136.9517652
87,村雲公園,ムラクモコウエン,仮設給水栓,名古屋市昭和区,御器所四丁目,35.14455189,136.9222485
88,川名公園,カワナコウエン,仮設給水栓,名古屋市昭和区,川原通八丁目,35.14926421,136.9482096
89,川原小学校,カワハラショウガッコウ,地下式給水栓,名古屋市昭和区,萩原町,35.15642532,136.9505393
90,滝川小学校,タキカワショウガッコウ,地下式給水栓,名古屋市昭和区,滝川町,35.14386275,136.9597443
91,瑞穂公園（ラグビー場）,ミズホコウエン（ラグビージョウ）,仮設給水栓,名古屋市瑞穂区,豊岡通・山下通,35.12156309,136.9428749
93,瑞陵高校,ズイリョウコウコウ,仮設給水栓,名古屋市瑞穂区,北原町,35.13172314,136.9308002
94,市大薬学部（田辺公園）,シダイヤクガクブ,仮設給水栓,名古屋市瑞穂区,田辺通,35.12926807,136.9442233
95,瑞穂配水場,ミズホハイスイジョウ,常設給水栓,名古屋市瑞穂区,瑞穂通一丁目,35.13585672,136.9349578
96,堀田公園,ホリタコウエン,仮設給水栓,名古屋市瑞穂区,新開町,35.12075941,136.9177111
97,高田小学校,タカタショウガッコウ,地下式給水栓,名古屋市瑞穂区,宝田町,35.12897344,136.9246741
98,汐路小学校,シオジショウガッコウ,地下式給水栓,名古屋市瑞穂区,御莨町,35.13535687,136.9394824
99,井戸田小学校,イドタショウガッコウ,地下式給水栓,名古屋市瑞穂区,姫宮町,35.11869825,136.9319165
100,御劔小学校,ミツルギショウガッコウ,地下式給水栓,名古屋市瑞穂区,亀城町,35.13507049,136.9265028
101,弥富小学校,ヤトミショウガッコウ,地下式給水栓,名古屋市瑞穂区,日向町,35.11955777,136.9508167
102,豊岡小学校,トヨオカショウガッコウ,地下式給水栓,名古屋市瑞穂区,膳棚町,35.12375349,136.9404786
103,熱田高校,アツタコウコウ,仮設給水栓,名古屋市熱田区,千年一丁目,35.11770471,136.8984322
104,熱田神宮公園,アツタジングウコウエン,仮設給水栓,名古屋市熱田区,旗屋一丁目,35.1316081,136.9034958
105,熱田神宮,アツタジングウ,仮設給水栓,名古屋市熱田区,神宮一丁目,35.1247863,136.9076786
106,船方小学校,フナカタショウガッコウ,仮設給水栓,名古屋市熱田区,四番二丁目,35.12185467,136.8924871
107,千年小学校,チトセショウガッコウ,仮設給水栓,名古屋市熱田区,千年二丁目,35.11413868,136.8971068
108,神宮東公園,ジングウヒガシコウエン,仮設給水栓,名古屋市熱田区,六野二丁目,35.13353236,136.9130249
109,国際会議場（耐震性貯水槽）,コクサイカイギジョウ,仮設給水栓,名古屋市熱田区,熱田西町,35.12952797,136.8984154
110,旗屋小学校,ハタヤショウガッコウ,地下式給水栓,名古屋市熱田区,夜寒町,35.1342206,136.9048296
111,野立小学校,ノダテショウガッコウ,地下式給水栓,名古屋市熱田区,青池町,35.13507016,136.888781
112,市立工業高校,シリツコウギョウコウコウ,仮設給水栓,名古屋市中川区,北江町,35.12542177,136.8653556
114,大縄公園,オオナワコウエン,仮設給水栓,名古屋市中川区,服部四丁目,35.15107507,136.811976
115,荒子公園（南）,アラココウエン（ミナミ）,仮設給水栓,名古屋市中川区,荒子二丁目,35.138076,136.858516
116,松葉公園,マツバコウエン,仮設給水栓,名古屋市中川区,好本町,35.14151988,136.8689163
117,富田支所,トミタシショ,仮設給水栓,名古屋市中川区,春田三丁目,35.14016378,136.8131707
118,中川区役所,ナカガワクヤクショ,仮設給水栓,名古屋市中川区,高畑一丁目,35.14115218,136.8548389
119,ナゴヤ球場（露橋公園）,ナゴヤキュウジョウツユハシコウエン,仮設給水栓,名古屋市中川区,露橋二丁目,35.14846921,136.8861096
120,南川田公園,ミナミカワタコウエン,仮設給水栓,名古屋市中川区,大当郎三丁目,35.12807661,136.8328371
121,御屋敷公園,オヤシキコウエン,仮設給水栓,名古屋市中川区,助光一丁目,35.13842535,136.8265696
123,荒越公園,アラコシコウエン,仮設給水栓,名古屋市中川区,荒越町,35.13350437,136.8846296
124,西中島小学校,ニシナカジマショウガッコウ,仮設給水栓,名古屋市中川区,西中島二丁目,35.12234687,136.8474065
125,西前田公園（耐震性貯水槽）,ニシマエダコウエン,仮設給水栓,名古屋市中川区,前田西町三丁目,35.1352431,136.8297043
126,正色小学校,ショウシキショウガッコウ,仮設給水栓,名古屋市中川区,下之一色町権野,35.12355887,136.8284527
127,外丸田公園,ソトマルタコウエン,仮設給水栓,名古屋市中川区,水里五丁目,35.12968173,136.8029143
128,春田小学校,ハルタショウガッコウ,仮設給水栓,名古屋市中川区,東春田二丁目,35.14064946,136.8192361
129,玉川小学校,タマカワショウガッコウ,仮設給水栓,名古屋市中川区,玉川町,35.12221295,136.8777353
130,赤星小学校,アカボシショウガッコウ,仮設給水栓,名古屋市中川区,富田町大字千音寺字西五反田,35.16016234,136.8103427
131,千音寺小学校,センノンジショウガッコウ,仮設給水栓,名古屋市中川区,富田町大字千音寺字三ノ坪,35.15744483,136.816991
132,戸田小学校,トダショウガッコウ,仮設給水栓,名古屋市中川区,戸田二丁目,35.13850535,136.8060789
133,万場小学校,マンバショウガッコウ,仮設給水栓,名古屋市中川区,万場四丁目,35.15360428,136.826741
134,水里応急給水センター,ミズサトオウキュウキュウスイセンター,常設給水栓,名古屋市中川区,水里五丁目,35.12656481,136.802571
135,明正小学校,メイセイショウガッコウ,仮設給水栓,名古屋市中川区,戸田明正三丁目,35.146255,136.8028931
136,野田小学校,ノダショウガッコウ,仮設給水栓,名古屋市中川区,野田一丁目,35.14171448,136.8462868
137,戸田川緑地,トダガワリョクチ,仮設給水栓,名古屋市中川区,富永一丁目,35.12345497,136.8131313
138,豊治小学校,トヨハルショウガッコウ,仮設給水栓,名古屋市中川区,かの里一丁目,35.13176096,136.8152356
139,五反田小学校,ゴタンダショウガッコウ,地下式給水栓,名古屋市中川区,一色新町一丁目,35.13018414,136.8315874
140,中島小学校,ナカジマショウガッコウ,地下式給水栓,名古屋市中川区,中島新町二丁目,35.12769287,136.8519703
141,荒子小学校,アラコショウガッコウ,地下式給水栓,名古屋市中川区,中郷四丁目,35.13424735,136.8505863
142,西前田小学校,ニシマエダショウガッコウ,地下式給水栓,名古屋市中川区,前田西町三丁目,35.13690205,136.8322212
143,八熊小学校,ヤグマショウガッコウ,地下式給水栓,名古屋市中川区,八熊一丁目,35.14127548,136.8939332
144,広見小学校,ヒロミショウガッコウ,地下式給水栓,名古屋市中川区,広住町,35.15661612,136.8853683
146,稲永公園,イナエコウエン,仮設給水栓,名古屋市港区,野跡五丁目,35.08296164,136.8507549
147,善南公園,ゼンナンコウエン,仮設給水栓,名古屋市港区,善南町,35.09783451,136.8515034
148,小碓中央公園,オウスチュウオウコウエン,仮設給水栓,名古屋市港区,小碓四丁目,35.11767605,136.8487714
149,港北公園,コウホクコウエン,仮設給水栓,名古屋市港区,港楽一丁目,35.10639673,136.8853044
150,南陽支所,ナンヨウシショ,仮設給水栓,名古屋市港区,南陽町,35.11275288,136.8125774
151,土古公園,ドンゴコウエン,仮設給水栓,名古屋市港区,東土古町二丁目,35.11117679,136.8701121
152,当知中央公園,トウチチュウオウコウエン,仮設給水栓,名古屋市港区,当知一丁目,35.11059653,136.8484018
153,宝神中央公園,ホウジンチュウオウコウエン,仮設給水栓,名古屋市港区,宝神五丁目,35.0894187,136.846719
154,稲永東公園,イナエヒガシコウエン,仮設給水栓,名古屋市港区,稲永三丁目,35.08373328,136.8556299
155,中川西応急給水センター,ナカガワニシオウキュウキュウスイセンター,常設給水栓,名古屋市港区,いろは町五丁目,35.09932981,136.8721711
156,秋葉公園,アキハコウエン,仮設給水栓,名古屋市港区,秋葉一丁目,35.10858886,136.8216593
157,港西小学校,コウセイショウガッコウ,仮設給水栓,名古屋市港区,十一屋三丁目,35.09181012,136.8563352
158,南陽小学校,ナンヨウショウガッコウ,仮設給水栓,名古屋市港区,東茶屋二丁目,35.10642201,136.8298002
159,西築地小学校,ニシツキジショウガッコウ,仮設給水栓,名古屋市港区,浜一丁目,35.09735936,136.8810426
160,東海小学校,トウカイショウガッコウ,仮設給水栓,名古屋市港区,九番町,35.11674015,136.882949
161,西福田小学校,ニシフクタショウガッコウ,仮設給水栓,名古屋市港区,西福田五丁目,35.11518279,136.8042568
162,神宮寺小学校,ジングウジショウガッコウ,仮設給水栓,名古屋市港区,神宮寺二丁目,35.09661651,136.8454118
163,新茶屋川公園,シンチャヤガワコウエン,仮設給水栓,名古屋市港区,新茶屋三丁目,35.10044171,136.8119001
164,大手小学校,オオテショウガッコウ,仮設給水栓,名古屋市港区,大手町,35.09646316,136.8689827
165,神宮寺給水所,ジングウジキュウスイジョ,常設給水栓,名古屋市港区,神宮寺二丁目,35.09529262,136.8461258
166,高木小学校,タカギショウガッコウ,仮設給水栓,名古屋市港区,高木町,35.10163781,136.8488781
167,藤前公園（耐震性貯水槽）,フジマエコウエン,仮設給水栓,名古屋市港区,藤前三丁目,35.08676682,136.8314366
168,正保小学校,ショウホウショウガッコウ,仮設給水栓,名古屋市港区,正保町,35.11581771,136.8631035
169,野跡小学校,ノセキショウガッコウ,仮設給水栓,名古屋市港区,野跡一丁目,35.07944027,136.8555863
170,荒子川公園,アラコガワコウエン,仮設給水栓,名古屋市港区,寛政町,35.10431171,136.8592354
171,日光川公園,ニッコウガワコウエン,仮設給水栓,名古屋市港区,藤前五丁目,35.08954913,136.8228371
172,国際展示場,コクサイテンジジョウ,仮設給水栓,名古屋市港区,金城ふ頭二丁目,35.04905195,136.8423542
173,東築地小学校,ヒガシツキジショウガッコウ,仮設給水栓,名古屋市港区,東築地町,35.0933942,136.8918191
174,小碓小学校,オウスショウガッコウ,仮設給水栓,名古屋市港区,土古町,35.11056562,136.8581436
175,福田小学校,フクタショウガッコウ,仮設給水栓,名古屋市港区,七反野一丁目,35.11492632,136.8215722
176,当知小学校,トウチショウガッコウ,地下式給水栓,名古屋市港区,当知三丁目,35.11136837,136.843967
177,港楽小学校,コウラクショウガッコウ,地下式給水栓,名古屋市港区,港楽二丁目,35.10301489,136.886041
178,成章小学校,セイショウショウガッコウ,地下式給水栓,名古屋市港区,東土古町,35.11307837,136.8720272
179,白水公園（南側駐車場）,ハクスイコウエン（ミナミガワチュウシャジョウ）,仮設給水栓,名古屋市南区,白水町,35.075653,136.904111
180,宝生公園,ホウショウコウエン,仮設給水栓,名古屋市南区,宝生町,35.08438237,136.9110233
181,柴田小学校,シバタショウガッコウ,仮設給水栓,名古屋市南区,白水町,35.0751215,136.9048293
182,忠道公園,チュウドウコウエン,仮設給水栓,名古屋市南区,忠次一丁目,35.09971872,136.9163547
183,春日野配水場,カスガノハイスイジョウ,常設給水栓,名古屋市南区,春日野町,35.10143305,136.9402281
184,名古屋工科高校,ナゴヤコウカコウコウ,仮設給水栓,名古屋市南区,阿原町,35.08595548,136.9384604
185,道徳公園,ドウトクコウエン,仮設給水栓,名古屋市南区,道徳新町,35.10465836,136.9075297
186,笠寺公園,カサデラコウエン,仮設給水栓,名古屋市南区,白雲町,35.09831213,136.9389852
187,白水小学校,ハクスイショウガッコウ,仮設給水栓,名古屋市南区,松下町,35.07620406,136.9143913
188,呼続公園,ヨビツギコウエン,仮設給水栓,名古屋市南区,呼続四丁目,35.10593044,136.9299354
189,上浜南公園（耐震性貯水槽）,カミハマミナミコウエン,仮設給水栓,名古屋市南区,上浜町,35.07250418,136.9305115
190,宝南小学校,ホウナンショウガッコウ,仮設給水栓,名古屋市南区,堤起町,35.08488766,136.9195735
191,大生小学校,タイセイショウガッコウ,仮設給水栓,名古屋市南区,西又兵ヱ町,35.09418084,136.917666
192,千鳥小学校,チドリショウガッコウ,仮設給水栓,名古屋市南区,三吉町,35.07369875,136.9196545
193,笠東小学校,リュウトウショウガッコウ,仮設給水栓,名古屋市南区,芝町,35.09661384,136.944552
194,豊田小学校,トヨダショウガッコウ,仮設給水栓,名古屋市南区,豊田一丁目,35.10494262,136.9124526
195,星崎小学校,ホシザキショウガッコウ,仮設給水栓,名古屋市南区,南野三丁目,35.07873985,136.9322459
196,日本ガイシスポーツプラザ,ニホンガイシスポーツプラザ,仮設給水栓,名古屋市南区,東又兵エ町五丁目,35.09609116,136.9226467
197,笠寺小学校,カサデラショウガッコウ,仮設給水栓,名古屋市南区,本星崎町字本城,35.09046578,136.9344642
198,明治小学校,メイジショウガッコウ,仮設給水栓,名古屋市南区,明治二丁目,35.11035381,136.904936
199,大江川緑地,オオエガワリョクチ,仮設給水栓,名古屋市南区,神松町三丁目,35.08281711,136.9170241
200,伝馬小学校,テンマショウガッコウ,仮設給水栓,名古屋市南区,豊二丁目,35.10978032,136.9145274
201,大磯小学校,オオイソショウガッコウ,地下式給水栓,名古屋市南区,北内町,35.10414215,136.9253313
202,春日野小学校,カスガノショウガッコウ,地下式給水栓,名古屋市南区,春日野町,35.10214501,136.9382818
203,桜小学校,サクラショウガッコウ,地下式給水栓,名古屋市南区,桜台二丁目,35.10724355,136.9409276
204,守山区役所,モリヤマクヤクショ,仮設給水栓,名古屋市守山区,小幡一丁目,35.2031349,136.9770799
205,小幡緑地（西園）,オバタリョクチニシエン,仮設給水栓,名古屋市守山区,牛牧中山,35.20958684,136.9772895
206,旧緑ヶ丘配水場,キュウミドリガオカハイスイジョウ,仮設給水栓,名古屋市守山区,小幡北山,35.20991527,136.9867563
207,志段味配水場,シダミハイスイジョウ,常設給水栓,名古屋市守山区,桜坂五丁目,35.23746106,137.0153899
208,小幡緑地（本園）,オバタリョクチホンエン,仮設給水栓,名古屋市守山区,牛牧ハナレ松,35.21680638,136.9833943
209,天神橋緑地,テンジンバシリョクチ,仮設給水栓,名古屋市守山区,大字瀬古字宝善寺,35.20886575,136.9352232
210,矢田川橋緑地,ヤダガワバシリョクチ,仮設給水栓,名古屋市守山区,大字守山字大門,35.19749446,136.9483215
211,志段味支所,シダミシショ,仮設給水栓,名古屋市守山区,下志段味一丁目１４０１,35.24411639,137.0219488
212,市営本地荘,シエイホンジソウ,仮設給水栓,名古屋市守山区,本地が丘,35.19904911,137.0250323
213,下市場公園,シモイチバコウエン,仮設給水栓,名古屋市守山区,天子田一丁目,35.19821447,137.0001046
214,吉根配水塔,キッコハイスイトウ,常設給水栓,名古屋市守山区,大字吉根,35.22762309,137.0137207
215,松川橋緑地,マツカワバシリョクチ,仮設給水栓,名古屋市守山区,西川原町大字川字西川原,35.21596916,136.955669
216,大森中央公園,オオモリチュウオウコウエン,仮設給水栓,名古屋市守山区,元郷一丁目,35.20092976,136.9981316
217,山下公園（耐震性貯水槽）,ヤマシタコウエン,仮設給水栓,名古屋市守山区,村合町,35.20755662,136.9627907
218,志段味スポーツランド,シダミスポーツランド,仮設給水栓,名古屋市守山区,桜坂五丁目１０５番地,35.23446778,137.0166506
219,瀬古小学校,セコショウガッコウ,地下式給水栓,名古屋市守山区,瀬古東三丁目,35.21046462,136.9439074
220,苗代小学校,ナエシロショウガッコウ,地下式給水栓,名古屋市守山区,苗代二丁目,35.19563584,136.9819161
221,本地丘小学校,ホンジガオカショウガッコウ,地下式給水栓,名古屋市守山区,本地が丘,35.19868197,137.0222414
222,小幡小学校,オバタショウガッコウ,地下式給水栓,名古屋市守山区,小幡一丁目,35.2041374,136.9778272
223,西城小学校,ニシシロショウガッコウ,地下式給水栓,名古屋市守山区,西城二丁目,35.20406928,136.9664199
224,鳥羽見小学校,トリバミショウガッコウ,地下式給水栓,名古屋市守山区,鳥羽見二丁目,35.20073598,136.9516785
225,緑区役所,ミドリクヤクショ,仮設給水栓,名古屋市緑区,青山二丁目,35.07032697,136.9523492
226,鳴海配水場,ナルミハイスイジョウ,常設給水栓,名古屋市緑区,桃山四丁目,35.10193719,136.9865753
227,鳴子中央公園,ナルコチュウオウコウエン,仮設給水栓,名古屋市緑区,鳴子町二丁目,35.09820684,136.9673379
228,旭出公園,アサヒデコウエン　,仮設給水栓,名古屋市緑区,旭出一丁目,35.08565496,136.9643873
229,大高緑地,オオダカリョクチ,仮設給水栓,名古屋市緑区,大高町,35.06714357,136.9584707
230,市営桶狭間荘,シエイオケハザマソウ,仮設給水栓,名古屋市緑区,有松町桶狭間,35.04872013,136.9684531
231,浦里小学校,ウラサトショウガッコウ,仮設給水栓,名古屋市緑区,浦里一丁目,35.08964676,136.944226
232,鳴丘東公園,ナルオカヒガシコウエン,仮設給水栓,名古屋市緑区,乗鞍一丁目,35.09380206,136.9924432
233,新海池公園（耐震性貯水槽）,ニイノミイケコウエン,仮設給水栓,名古屋市緑区,鳴海町字池上,35.09153999,136.9606561
234,滝の水公園,タキノミズコウエン,仮設給水栓,名古屋市緑区,篠の風三丁目,35.0916073,136.9765793
235,大高北小学校,オオダカキタショウガッコウ,仮設給水栓,名古屋市緑区,大高町字町屋川,35.06964362,136.9375422
236,みどりが丘公園,ミドリガオカコウエン,仮設給水栓,名古屋市緑区,鳴海町字笹塚,35.08687199,137.0107853
237,通曲公園（耐震性貯水槽）,トオリガネコウエン,仮設給水栓,名古屋市緑区,徳重二丁目,35.09027054,137.0013239
238,大清水小学校,オオシミズショウガッコウ,地下式給水栓,名古屋市緑区,鳴海町字大清水,35.0781196,136.9905176
239,神の倉小学校,カミノクラショウガッコウ,地下式給水栓,名古屋市緑区,神の倉二丁目,35.1033319,137.0141639
240,太子小学校,タイシショウガッコウ,地下式給水栓,名古屋市緑区,太子二丁目,35.06586716,136.9795614
241,鳴海小学校,ナルミショウガッコウ,地下式給水栓,名古屋市緑区,鳴海町字矢切,35.08233211,136.9533403
242,南陵小学校,ナンリョウショウガッコウ,地下式給水栓,名古屋市緑区,有松町大字桶狭間森前,35.048672,136.9652534
